Name,City,Latitude,Longitude,Diesel price 
RAJYOG PETROLEUM,AHMEDNAGAR,18.9676466,74.7511563,90.61
MOOKKEN DEVASSEY OUSEPH & SONS,KODUNGALLUR,10.2088115,76.197026,94.71
SANJEEV FILLING STATION,BULANDSHAHR,28.484325,78.00479,88.72
DAYARAM & SONS FILLING STATION,HATHRAS,27.5161,77.9814,87.6
SHYAM SUNDAR FILLING STATION,BILSI,28.152378,78.811089,87.96
VTR FUELS,KHARAGPUR,22.359692,87.337686,92.42
M B S PETROLEUM,KHONGJOM,24.5683,94.03232,85.43
SHREE BALAJI FUEL POINT,HATHRAS,27.4426351,78.04246,87.56
MAA SARADA SERVICE STATION,KANKSA,23.473384,87.407718,91.89
BORAH ENERGY STATION,NAGAON,25.366716,92.709089,90.62
SAIRAJ PETROLEUM,WAI,17.810709,73.971539,91.16
VIJAYALAXMI PETROLEUM,JAMKHANDI,16.513906,75.303622,91.31
BASHARAT FILLING STATION,BANDIPORA,34.253032,74.375229,87.11
GIRIRAJ FILLING STATION,BULANDSHAHR,28.593029,78.100639,88.81
AGARWAL & SONS FILLING STATION,DAKSHIN MARKHANDPUR,22.393178,87.470633,92.12
OMKAR PETROLEUM,JAHAJPUR,25.622901,75.2613,90.82
DURGA NARASIMHA FUEL CENTER,ROHTAS,24.98074,84.19107,92.88
SRI VINAYAKA FILLING STATION,MEDAK,18.06456,78.277931,96.42
SRI KETHAKI SANGAMESHWARA FS,JHARASANGAM,18.044196,78.2671595,96.66
KAVALI POLICE FUEL STATION,KAVALI,14.912063,79.980796,98.19
SRI ANJANEYA FILLING STATION,SIDDIPET,18.065015,79.0352184,95.83
MUNSHI LAL DURGA PRASAD (ADHOC),SURATGARH,29.326912,73.905349,91.75
GEETHA AGENCY,PALAKKAD,10.60899,76.47565,95.34
KRISHNATARA PETROLEUM,PARNER,19.01,74.311,90.98
SHREE NAGNATH PURE PETROLEUM,MUMBAI,19.071041,72.875748,90.19
BP24 (A UNIT OF AAR SECURITIES LTD),GHAZIABAD,28.6366994,77.4379153,87.75
TIRUPATI BALAJI FILLING STATION,KHARKOHODA,28.901674,76.839409,88.05
SHREE RADHEY KRISHNAFILLINGSTATION,MUSTAFABAD,27.3119,78.5381,87.6
PURNA & PURE PETROLEUM,NARSINGHPUR,22.927334,78.784758,92.74
SHIRDHON SERVICE STATION,SHIRDONE,18.921315,73.125134,90.5
DEBARIGATE FILLING STATION,UDAIPUR,24.6326652,73.7546194,90.67
BP-KAMBLAPADAVU,KAMBALAPADAVU,12.815477,74.93303,90.26
SASI AGENCY,TIRUKOILUR TALUK,12.013988,79.086572,94.33
GARUDA FILLING STATION,SIDDIPET,18.087764,78.838744,96.1
MASAURHI S/STN,DELHI,28.71035,77.17504,87.67
LAXMANRAO KOLTE PETROLEUM,SAWALDABARA,20.5641424,75.9947279,92.09
AVM PETROLEUM FILLING STATION,SINGAMPUNARI,10.157744,78.509838,93.29
SHREE BALAJI PETROLEUM,GORDHAPPA,26.1307517,87.9873483,92.53
SHUBHLAXMI PETROLEUM,PARSEONI,21.367281,79.169668,90.98
AJAY FILLING STATION,JALAUN,26.169136,79.448295,88.71
MANGALYAM PETROLEUM,NASHIK,19.9850941,73.7240955,91.28
SRI MANASA AGENCY,TIRUNELVELI,8.997152,77.535721,93.08
BABA FILLING STATION,KAMALPUR,26.83898,78.720484,87.98
OM GANAPATI PETROLEUM,INDI,17.20117,75.927985,91.13
SANGMA ENERGY STATION,AMPATI,25.468068,89.937243,87.53
SHRIMAHALAXMI PETROLEUM,DHARWAD,15.414856,75.00068,90.81
SRI MALATESH SERVICE STATION,HARAPANAHALLI,14.788416,75.991128,92.17
YB FILLING STATION,SEPPA,27.3623686,93.0314969,81.83
BL SHARMA FILLING STATION,JAIPUR,27.211145,76.046135,90.57
VISHWA FUEL SERVICE,EAST CHAMPARAN,26.616088,84.909639,92.86
DANISH FUEL POINT,YADGIR,17.702026,77.220009,91.38
SAMRIDDHI FUELS,VAZHOOR,9.53391,76.663812,95.2
ARUMUGA FILLING STATION,RAJAPALAYAM,9.4845172,77.5954076,93.5
BP-TUMKURU CITY,TUMKUR,13.324668,77.109811,91.48
SRI MUTHUMARIAMMAN FILLING STATION,KARAIKUDI,10.053766,78.712727,93.88
SHRI SAI FILLING STATION,IEEJA,16.017162,77.6749726,97.24
BP MADHAVARAM,CHENNAI,13.1618773,80.2251611,92.4
BP CHINTHAMANI,MADURAI,9.880429,78.137497,93.26
BP PRITHLA,PALWAL,28.223806,77.297439,88.25
RAJDEEP PETROLEUM,WAGHODE BK,20.270298,74.492714,91.94
SRI RAM FILLING STATION,CHAGANTIPADU,16.3211326,80.8021865,97.39
SHRI GANESHAM ASSOCIATES,JHALAWAR,24.4555262,76.1059004,90.75
MAHESH PETROLEUM,ASHTI,18.9,75.1,90.76
SUMAN FUEL CENTRE,CHANDIL,22.93378,86.056405,92.73
BP KRISHNAGIRI,KRISHNAGIRI,12.4943846,78.2207304,94.12
GURU PRASAD FILLING STATION,PRATAPGARH THANAGAZI ROAD,27.275637,76.17289,91.42
RAJ FUELS STATION,JAMO,26.307459,84.566755,92.69
SRI ANJANADRI FUEL STATION,VENKATAPURA VILLAGE,13.1383138,78.2099107,90.98
PRAKASH AGENCIES,MANJESHWAR,12.70831,74.90883,95.93
CHANING LEIMA SERVICE STATION,IMPHAL WEST,24.727052,93.84892,85.19
GOURA FUELS,DADEGAL,15.357258,76.113993,92.01
MAA KUNJESWARI FILLING STATION,KANAS,20.007197,85.656856,92.62
HANUMAN PURSHOTAM FUEL,KALYANPUR,25.829766,72.245061,90.35
MANICKANAMPARAMBIL ENERGY,AMBALLOOR,9.888516,76.386199,94.51
MANINDER FILLING STATION,DADA SIBA,31.9198907,76.1174908,86.22
NAGAMANI FILLING STATION,TENALI,16.106329,80.660806,97.55
BP TENTULBERE,HALDIA,22.0648,88.0913,91.36
KANAN DEVAN HILLS PLANTATION C.P,MUNNAR,10.085602,77.07764,95.92
JAI GUSAI FILLING STATION,SIRSA,29.237626,75.081108,89.19
RAJ PETROLEUM,TUTICORIN,8.7912118,78.1181916,92.78
SHIVSHAKTI PETROLEUM,WANKANER,22.610171,70.941498,90.46
BP- ECOTECH 1,GREATER NOIDA,28.602,77.45,88.16
BP - ECOTECH 12,GREATER NOIDA,28.451,77.553,87.97
T Y ENERGY STATION,ZIRO,27.544968,93.816888,81.27
BHAGIRATHI PETROLEUM,DAHIWAD,21.327349,74.946916,91.1
RAJ FUEL STATION,CHINNATIPPASAMUDRAM,13.64408,78.550666,97.6
SRI SRI MADAKAM FILLING STATION,CHINNA NALLABELLI,17.892938,80.918953,97.18
NAVALE PETROLEUM,JAMKHED,18.744,75.32,91.26
RAJ FILLING STATION,SHAMLI,29.437233,77.290538,87.89
BP NALLUR,TIRUPPUR,11.093958,77.411195,93.06
BP - PHAI CHAI,GREATER NOIDA,28.43,77.51,88.09
BP - GNA SECTOR 10,GREATER NOIDA,28.57,77.47,87.97
BP-KNOWLEDGE PARK -2,GREATER NOIDA,28.556,77.48,87.97
SABLE PETROLEUM,DONGAON,20.01,76.36,91.73
BAANDAL PACHUNDKAR PETROLEUM,PUNE,18.7666933,74.2612662,90.72
CHULLIPARAMBIL FUELS & LUBRICANTS,NANDIPULAM,10.4024524,76.3304671,94.94
JAI SHRI PETROLIUM,GOTEGAON,22.98728,79.58566,91.99
JIJAI PETROLEUM,KHAMGAON TAL DAUND,18.51145,74.231281,90.36
JAI BHARAT FILLING STATION,AMBALA,30.2955951,76.7201099,88.37
PAPPUS PETROL PUMP,PARBHANI,19.4337005,76.7622494,92.02
SHIV SHANKAR FILLING STATION,CHANDUR,17.072057,78.921926,96.04
BP - GNA SIGMA 2,GREATER NOIDA,24.46,77.52,88.22
JK PETROLEUM,NANDED,19.0430647,77.6558941,92.04
BP GHAGWAL,GHAGWAL,32.510717,75.215448,83.65
SHIVRAI PETROLEUM,SHIRUR,18.7462371,74.34120054,90.75
NAGA BALA ENTERPRISES,RANIPET,12.952973,79.352733,93.45
KARTHIKEYA VENKATESWARA FILLING STN,MEDIKONDURU MANDAL,16.33172,80.332001,97.56
SABARI VEERAN AGENCY,TIRUVALLUR,13.077409,80.075554,92.59
NEW GURU FILLING STATION,RAJOURI,33.267816,74.289677,84.76
VEERA PETROLEUM,DOSWADA,21.1248928,73.4380678,91.02
SRI RAMA VEHICLE SERVICE,TRICHY,10.83495,78.705437,92.99
TIKOTIKAR AGENCIES,KOPPAL,15.334646,76.154205,92.01
SIDDHI VINAYAK PETROMART,PALWAL,28.114187,77.332252,88.32
SHREE SIDDHI PETROLEUM,PRACHI,20.878239,70.582155,91.8
SHIV PETROLEUM,AHMEDNAGAR,19.088,74.81,90.52
SAFEWAY KUMAR FILLING STATION,SRINAGAR,30.22774,78.82232,89.48
OM SAI FILLING STATION,BARABANKI,26.740074,81.478386,88.19
SRI VARAPRADHA FUELS,MYSORE,12.345737,76.601568,90.6
NATHKRUPA PETROLEUM,KARJAT,18.63,75.01,91.14
LALBAUG CHA RAJA PETROLEUM,BRAHAMANWADA,19.346611,74.031306,91.51
SAI GANGA SERVICE STATION,KOTDWAR,29.749591,78.522946,88.49
BP-BUCHNELLI,BUCHINALLY,17.716952,77.5476117,96.63
LONE FILLING STATION,KULGAM,33.649,75.023,85.21
VRUNDAVAN PETROLEUM,KHERALU,23.90935,72.620255,90.16
CHANDRAMAULI PETROLEUM,"SHIDWAD, PIMPALGAONKHAND",19.45985,74.02787,91.67
BP RASIPURAM,RASIPURAM,11.469046,78.172896,93.09
MAHAVIRA PETRO CARE,VILLAGE GIGNAU,28.513055,75.797235,88.41
ARAFAT PETROLEUM,"WAZIDPUR, KANPUR CITY",26.425555,80.407105,87.56
MALHI FILLING STATION,LUDHIANA,30.92225,75.828496,88.12
SRI RAMAJAYAM AGENCIES,NAMAKKAL,11.453148,78.158526,93.09
NEEM TREE PETROLEUM,SARAIYA,26.012762,85.129383,92.47
LAXMI NARAYAN FUEL CENTRE,COOCHBEHAR,26.2923,89.656542,93.3
SR FUEL STATION,SUNDERGARH,22.35487,84.092698,93.1
L.N.SAHU FUEL SERVICE,BHOPAL,23.316248,77.496033,91.7
VIDHYAWATI AUTOMOBILES,MORENA,26.51422381,77.97168608,91.84
BP MARASANDRA,BANGALORE,13.219113,77.551639,91.13
NAISHA FILLING STATION,BENGARMAU,26.875198,80.22133,88.06
S.S.SALES & SERVICES,BHOPAL,23.333925,77.353374,91.92
MAVULA FILLING STATION,LAWNGTLAI,22.526615,92.89737,88.62
JORDAN SERVICE STATION,DIMAPUR,25.876962,93.715623,88.04
HARI HARA FILLING STATION,GUNTAKAL,15.156521,77.5103446,96.67
APPAJI PETROLEUM,BIDAR,17.899211,77.515022,91.86
SHIVAAY ENTERPRISES,BHILWARA,25.349858,74.689155,90.43
SHINDE PETROLEUM,KAMALNAGAR,18.24715,77.12912,91.97
PETROPLUS,MAVELIKKARA,9.255908,76.5928736,95.41
BP-MALLUR,SALEM,11.577678,78.14471,93.22
SHREE PRABHU NARAYAN & SON'S,KAIMUR,25.043807,83.622048,93.34
BP - GNA SECTOR PI,GREATER NOIDA,28.47,77.54,88.09
BP- GNA SECTOR 20,GREATER NOIDA,28.536,77.49,88.01
RANJANA FUEL CENTRE,JIMA,23.523104,84.775532,93.4
DJ FUEL STATION,JAMNAGAR,22.3344,69.994961,90.03
SHREE SWAMI SAMARTH PETROLEUM,KUDUS,19.537201,73.099304,90.57
SAHA FILLING STATION,CHELEMA,23.48381,87.388756,92.29
SHREE HANUMAN PETROLEUM,SLEEMNABAD KATNI,23.62057,80.240724,92.49
KALYANI ENERGY SERVICE CENTRE,MALIGRAM,22.780403,88.630809,92.34
POLICE KALYAN PETROL PUMP,DONGARGAON,20.6042811,80.7356682,94.76
SHANTILATA FUEL CENTRE,KENDRAPARA,20.561915,86.313226,92.57
JAY HARSIDDHI PETROLEUM,CHAKLASI,22.651482,72.923555,90.03
BP-KNOWLEDGE PARK -1,GREATER NOIDA,28.5456,77.46,87.9
BP NEDUMBASSERY,NEDUMBASSERY,10.152864,76.355932,94.55
BP GUMMIDIPOONDI,GUMMIDIPOONDI,13.417185,80.114496,92.67
SREE SAISELVI AGENCIES,UDUMALPET,10.4906174,77.3459182,93.35
SHRUTHI SERVICE STATION,SANGALA,16.23789,77.77709,97.18
CHINIYAHAN AND SONS FILING STATION,MUNGRABADSHAHPU,25.64105,82.17097,89.04
RAJESH PETROLEUM,KHUDIYANA,27.363178,76.943989,90.42
R K FUEL SERVICE,THENGAPATTANAM,8.241123,77.176328,93.71
SLV PURE FUELS,GADWAL,16.21254,77.795119,97.18
PRAKRITI BHARAT PETROLEUM,SAHUR,21.312461,78.223823,91.58
SAKET AUTO STATION(ADHOC),FAIZABAD,26.763787,82.090638,88.27
MAA AMBEY FUEL AGENCY,PURNEA,25.7885436,87.5316141,92.95
VISWESWARAA FILLING STATION,GUTTIKONDA,16.438854,79.809374,97.98
BP-PUSA,SAMASTIPUR,25.9818,85.6867,91.79
BP NTOA CHANDAPURA,BANGALORE,12.7962956,77.7181592,90.92
ITANAGAR ENERGY STATION,ITANAGAR,27.078593,93.594354,80.42
ITALVA PETROLEUM,ITALWA,21.085475,72.96686,90.19
D.R. FUELS,RAIRANGPUR,22.2111,86.2844,94
GUDUR POLICE FUEL STATION,GUDUR,14.1464351,79.8494998,97.45
ABHINAV PETROLEUM,MANGALWEDHA,17.45,75.34,91.25
NAYAK AUTO STORE,BAMRA,22.05052,84.28756,93.1
C H B FUELS,KARAKKUNU,11.140914,76.120158,95.3
PHOENIX PETROLEUM,PUNE,18.316291,74.338332,90.74
GANPATI FUELS,BHATAPARA,21.623,81.841,93.74
DASHMESH FILLING STATION,AMBALA,30.398004,76.757159,88.37
MANNARIAH AND SONS PRIVATE LIMITED,TUTICORIN,8.7583529,78.1512106,92.78
QUALITY FUEL CENTER,JALAUN,25.897036,79.256381,88.21
NAGPALS GARAGE,BANGALORE,13.0281055,77.5861855,91.02
SHAMBHAVI FUELS,HYDERABAD,17.44488,78.534628,95.7
KARUNYA FUELS,ADOOR,9.198407,76.74481,95.57
SAMIM FUEL CENTRE,UTTAR DINAJPUR,25.9538,88.0945,92.71
KRISHAK FUEL CENTRE,MAUZA-DIGHALBANK,26.445566,87.864237,93.34
NAVAB JAN AND SONS FUEL STATION,"MACHEGONDANAHALLI VILLAGE, HANDI PO",13.198254,75.671185,92.14
MATIKUNDA FUEL STATION,MATIKUNDA,26.2465352,88.2582857,92.36
PANJIPARA FUEL CENTRE,PANJIPARA,26.1431495,88.0240706,92.53
C.M.R. FUEL FILLING STATION,BHUPALAPALLY,18.4477399,79.8724492,96
KARTHIK FUEL CORPORATION,ERODE,11.3944801,77.6927912,92.94
SHREE MAHAKALI PETROLEUM,UCCHAL,21.214485,73.803058,91.07
ARAMCO FUEL PLAZA,NALGONDA,17.090823,79.253454,95.64
LOKESH AGENCIES,CHENNAI,13.068827,80.151807,92.4
UMRED FUEL STATION,UMRED,20.839526,79.326328,90.93
KABIR PETROLEUM,SAONER,21.429426,78.896812,90.89
ONYX PETROLEUM,KHED,18.829,74.015,90.6
ZAIN FILLING STATION,MANANTHAWADY,11.8014,76.0044,95.94
UMRAIN SALES (ADHOC),AURAIYA,26.5032,79.4107,88.12
MSP FUELS,MUDIVAITHANENTHAL VILLAGE,8.7342804,77.9905308,92.78
APFS FILLING STATION KAIKALURU,KAIKALUR,16.54539,81.203742,97.96
SHUBHRA PETROLEUM,SIRVOI,15.207075,74.093943,88.29
JAY SHRI BALA JI FILLING STATION,MAHOBA,25.41,79.48,88.5
TWINS FUEL STATION,DHARMARAM,18.752916,79.191478,96.22
SHREE BAGHVAN FUELS,CHAPIHEDA,23.89485,76.447199,92.8
SHREE BALAJI FILLING STATION,MADGUL,16.850822,78.688609,96.27
ASHISH FUEL STATION,MIRZAPUR,25.199674,82.739847,88.17
BABA PETROLEUM,WARWAT KHANDERAO,20.961827,76.696547,91.03
RIYA PETROLEUM,WALWADI,20.909829,74.761675,90.58
GAYATRI FILLING STATION,RANNOD,25.080974,77.879033,93.42
ROWRIAH FUEL STATION,JORHAT,26.711103,94.173485,89.9
SHREE GANESHAYA ENERGY STATION,KOKRAJHAR,26.389267,90.206438,89.68
SHREE HARISHANKAR PETROLEUM,CHAMPARAN EAST,26.69241,85.067176,92.97
SHAMBHAVI PETROLEUM,SAMASTIPUR,25.640664,85.825869,91.47
VIJAYA DURGA SMART FUELS,BODDUGONDA,17.696826,80.02621,95.73
MAA GAYATRI FUEL CENTER,KOLEBIRA,22.69403,84.684765,93.25
SUKHAD RAJ SINGH HIGHWAYS,VILLAGE REWATI PURWA,27.53866,81.363454,88.7
DEVARA SITA PRASAD FILLING STATION,JANGAREDDYGUDEM,17.123616,81.278337,97.51
SANT SHRI SHIVANANDJI FILLINGSTATI,SHIKOHABAD,27.0806,78.5784,87.6
UNIT WELFARE FUND KOLHAPUR,KOLHAPUR,16.720949,74.240471,91.06
BHALERAO & SONS PETROLEUM,MALEGAON,20.6262078,74.6408793,90.61
SHREE RAMESHWARAM AUTO CARE,VARASGAON,18.398497,73.218207,90.97
SRI RAGHAVENDRA SWAMY PETROLEUMS,MANDAGERE VILLAGE,12.732631,76.378277,91.12
SHREE RAM PETROFUELS,MAKTUPUR,21.142693,70.090445,91.41
U M OIL AGENCY,GUNTUR,16.3566874,80.6258143,97.27
B.P. STAR FUELS,MANDOLA,25.0515306,76.5389069,90.22
GHUNDARE PATIL PETROLEUM,PUNE,18.673216,73.91,90.47
MOHAN FUELS,MAINPAT,22.831094,83.31977,94.74
NARAYAN FILLING STATION,BILSI,28.106378,78.958431,87.78
THEVAR AUTOMOBILES,SHOLAVARAM,13.23393,80.159248,92.45
BP - GADALA,RAJAHMUNDRY,17.074847,81.817404,96.63
LYNGDOH ENERGY STATION,KYNSHI,25.517523,91.553627,87.91
SRI DODDANARAYANA REDDY PETROL BUNK,CHINTAMANI,13.405165,78.0367624,91.01
KRISHNA AUTO,ZODGE,20.666191,74.67568,90.61
SRE THIRUMALAA AGENCIES,PUDHUKKOORAIPET,11.521634,79.368836,94.41
MAHIR SERVICE STATION,GHUSIGHATA,22.521127,88.69741,92.24
RAOS FILLING STATION,SERIGUDA,17.213422,78.609693,95.63
USHA FILLING STATION,SITAPUR,27.692859,80.729757,88.63
BP - PALASA TOWN,PALASA,18.45324,84.25546,98.01
SHANTI FILLING STATION,TEHSIL NAWABGANJ,28.515918,79.582407,88.04
SIDHBABA FILLING STATION,JAHNAGIRABAD,28.4439502,78.0452217,88.83
JAI MAHADEV FILLING STATION,AMBALA,30.395479,76.785041,88.44
ORANG PETROL PUMP,UDALGURI,26.682419,92.331446,89.92
SUMITRA PETROLEUM,JHAJJAR,28.54827,76.66955,87.85
ITM AUTOMOBILES,MORADABAD,28.623253,78.801262,87.99
BP AGRAHARAM,ERODE,11.366242,77.708381,92.94
SHREE BALAJI FILLING STATION,KUSMANIYA,22.665047,76.739479,92.82
STAR FUELS,MAHBUBNAGAR,16.75686,78.03724,96.61
TUNG POWER POINT,AMRITSAR,31.691425,74.975126,87.9
SHIV SHAKTI PETROLEUM,KARELI CITY,22.913148,79.065909,92.4
RAJASTHAN FILLING STATION,GADRA ROAD,25.7792,70.6748,91.86
MARUTI FUELS,SAMASTIPUR,25.667504,85.834605,91.41
SHREE RADHE FUELS,RAIGARH,21.6913,83.201,94.47
SIYA RAM FUELS,KHATAULI,29.309436,77.729484,87.68
SHRI KRUPASINDHU PETROLEUM,AHMEDNAGAR,19.28,74.97,90.84
MATHRUSREE ENTERPRISES,KUNDAPURA,13.74,74.77,90.97
SRI LAKSHMI NARASIMHA FUEL CENTRE,TUNI,17.379969,82.538314,97.03
JAYLAXMI FUELS,GARIABANDH,20.106374,81.173023,94.06
BP AYANAVARAM II,CHENNAI,13.090994,80.241029,92.4
SHRI SIDDHI VINAYAK FUEL CENTRE,ROBERTSGANJ,24.370433,83.061805,88.88
TANUSHKA  PETROLEUM,THANA KUSHNUR,18.16207,77.32857,91.97
KRISHNA FILLING STATION,UTRAULA,27.162983,82.262912,87.93
PREM FILLING STATION,JAIPUR,26.6143839,75.4994654,89.97
HARIRAM PETROLEUM,SITAPUR,27.537661,81.129204,88.81
SAI PETROLEUM,SITAPUR,27.49305773,81.00373263,88.69
GEO FILLING STATION,DIMAPUR,25.918383,93.733454,88.04
A. S. FATHIMA ENTERPRISES,ALANKAR,12.78378,75.34226,90.69
N.S. FUGRO,DIU,20.7144805,70.9761855,88.91
BP-URAVAKONDA,URAVAKONDA,14.944444,77.262937,96.85
MANIRATNA PETROLEUM,DEROL,23.589626,72.854591,90.8
UJAGAR FILLING STATION,RAKH JANGH,32.543367,74.908106,83.37
T.P.D FUEL CENTER,RAMBISHANPUR RAGHOPUR SUPAUL,26.311464,86.870929,92.81
DJ FILLING STATION,TINGRAI CHARIALI,27.366148,95.271172,89.7
JAI GAJANAN BHARAT PETROLEUM,DARYAPUR,20.987825,77.248188,91.2
REKHA FILLING CENTRE,HABRA,22.855154,88.747372,92.51
JALLAIYA KOTHI FILLING STATION,REWA,24.493242,81.335113,93.42
BELWANTI MAA FUEL STATION,GAYA,24.722509,84.968605,92.5
BP TARODA,TARODA KASBA,20.6668224,76.7164956,90.89
CHANDAN SINGH FILLING CENTRE,VILLAGE MADRAI,26.384824,78.118982,91.68
SHREE TULAJA BHAVANI ENTERPRISES,KUDLIGI,14.863597,76.417232,92.19
FIRDOUS FILLING STATION,PAMPORE,34.000142,74.916243,86.61
MANI ENERGY STATION,WANGJING,24.592877,94.044962,85.36
VIJAYLAXMI PETROLEUM,SHOBHAPUR,22.7675094,78.257812,92.11
PITAMBARA FILLING STATION,UNCHAHRA,24.5244598,80.6774673,93.42
NAVRAG PETROLEUM,BASAWAKALYAN,17.86866,76.95196,91.57
BABA BHARAT PETROLEUM,ANJANGAON SURJI,21.121908,77.243103,91.49
ABHINAB SERVICE STATION,BARPETA,26.31,91.0023,89.92
BP KASIPALAYAM,ERODE,11.2957275,77.7248473,92.94
AMBER FILLING STATION,JALALABAD,30.607034,74.266333,88.06
PANPATI AGENCY,ARWAL,25.09052,84.80913,92.05
BM ASSOCIATES,TEHSIL SHAHBAD,30.23456,76.85358,88.18
CHOUDHARY SERVICE STATION,ALWAR,27.516814,76.603083,90.7
KAMLA FILLING STATION,RANITAL,32.1135,76.1421,86.34
ARUNJYOTI ENTERPRISE,DIGBOI,27.364729,95.637474,89.4
SURENDRA AGENCIES,VEERAVILPUR,24.984097,72.90344,91.38
PATEL PETROLEUM,HALOL,22.490169,73.476303,90.07
SHIVAAY FILLING STATION,LUCKNOW,26.67491,80.73074,87.79
KRUPAKAANTH FILLING STATION,VARDARAJAPURAM,16.705941,81.493221,97.88
RAJNI JHANIA FILLING STATION,LUNERA,22.253,75.256,92.58
MAA RANKINI FUEL CENTRE,GALUDIH,22.6585749,86.4165108,92.83
DHARMENDRA DOLEY FILLING STATION,DHEMAJI,27.4726712,94.3083207,91.06
J.D. GREEN STATION,CHAKULIA,22.4931556,86.7346043,93.25
UMA SERVICE STATION ADHOC,"GOPALAPURAM, CHENNAI",13.0488323,80.2558288,92.4
NEELKANTH FILLING STATION,BADDI,30.962628,76.764985,86.01
ANAND FUEL STATION,JHANSI,25.449637,78.565031,87.5
MAA  BAGLAMUKHI FILLING STATION,JAWALI,32.09308,75.5754,86.37
MANOHAR LAL FILLING STATION,PALAMPUR,32.0398,76.4997,86.49
RAJAT FUEL CENTER,JAWALI,32.171,76.0711,86.44
JAI MAA BAGLAMUKHI FILLING STATION,DEHRA GOPIPUR,32.0699,76.1639,86.25
SHREE VITTHALKRUPA PETROLEUM,AMRAVATI,21.034738,77.478586,91.32
MAA SANKATA HIGHWAY FILLING STATION,JALAUN,25.889509,79.250304,88.36
JAI MAA SHIKARI FUEL POINT,CHAIL CHOWK,31.5671,77.0097,86.58
BHARATH FUELS,PUTTUR,12.755395,75.22202,90.63
BHUYAN SERVICE STATION,TEZPUR,26.644426,92.818093,89.81
ANANT HIGHWAY SERVICE,PATHALGAON,22.559844,83.500266,94.36
JR QUALITY SERVICE STATION,BARPETA,26.3268,90.9766,89.96
BRIGHT AUTO FUELS,MUDIPU,12.8188158,74.9570795,90.28
JAGDISH PETROLEUM,MEGHRAJ,23.495306,73.487844,91.19
ARATI PETROLEUM,BHURSAN,22.26679,86.70138,93.39
BHARAT AUTO FUEL,BHADOHI,25.379535,82.609848,88.27
SIDHANT FUEL CENTRE,BARASAT,22.725929,88.478999,92.26
ZAMZAM FUEL STATION,MANGROL,21.124076,70.1229303,91.41
MAHAMAYA FUELS,PALAMU,24.014602,84.043772,94.32
OM SHANTI FUELS,RAJNANDGAON,21.3197,80.9876,94.15
MAHADEV FILLING STATION,TEHSIL BADDI,30.972175,76.848031,86.12
JDD KALTA FILLING STATION,KHALTU NALA,31.15431,77.50254,87.41
GARUDA FILLING STATION,PAMIDI,14.95678,77.601686,96.96
DNYANESHWARI PETROLEUM,MALSHIRAS,17.754925,74.99301,91.41
YASHRAJ PETROLEUM,BARANJALA SABLE,20.19,75.83,92.09
V.B.S FUELS,ARALIHALLI,13.890106,75.746955,92.19
MARUTI FUELS,RAIPUR,21.33634,81.651474,93.3
SMT SUSHEELAMMA.S.PATIL MEMORIAL,GANGAPUR,15.096398,75.877907,91.8
KAMLA AUTOMOBILES,PRATAPGARH,25.772475,81.997688,88.61
LAHILPAR FUELS,DEORIA,26.274744,84.037195,87.63
FOREVER FILLING STATION,JAWALI,32.09,75.57,86.37
PALLAVI FILLING STATION,RAHA,26.245772,92.51491,90.4
G. G. FILLING STATION,SAHAWAR,27.763302,78.867468,88.46
KAILASH FUEL CENTER,KANTIT,25.106,82.558273,88.32
MRD FILLING STATION,VILLAGE-SENDUL,30.442391,78.635767,89.38
PADMALAYA FUELS,BANGALORE,12.90489,77.528907,90.99
EMMAR FUEL PARK,BANGALORE,12.9066125,77.6326662,91.02
SHREE LAKHDATAR FILLING STATION,SAWAIMADHOPUR,26.156,76.36,91.2
SOLANKI BHARAT PETROLEUM,JAIPUR,26.48342,75.33468,89.89
SUNRISE PETROL PUMP,GUWAHATI,26.1289254,91.7208899,89.45
AISHANI TRADE AND AGENCIES,MARGHERITA,27.311518,95.655235,89.4
VINAYAK PETROLEUM,JAIPUR,26.999107,75.51416,90.04
JAGDAMBA FILLING STATION,DAUSA,26.904266,76.358283,90.86
SHRI SHYAMA FUELS,BILASPUR,22.09772,82.16346,94.11
SHRI HARI HAR PETROL PUMP,KHALWA,21.76950073,76.62249756,93.53
KESAR PETROLEUM,"VILLAGE RUPANGARH , TEHSIL KISHANGA",26.7788835,74.8598973,90.38
JAI MAA KALI FUEL SERVICE,BANDA,25.0212,80.472444,89.2
JAGANNADHA F S,RAMAPURAM,16.8691682,80.0009085,95.59
RNS ENERGY SOLUTIONS,COLONELGANJ,27.123595,81.705301,87.86
DEVAM FUELERS,BARI BRAHMANA,32.640525,74.912822,83.36
VHB AGENCY,HOSUR,12.800456,77.856734,94.42
JAI GHIRONA SARKAR FILLING CENTRE,VILLAGE GUDDA CHAMBAL,26.5142182,77.8045138,91.99
M&M FUELS,MULMULA,21.9257,82.3496,93.81
JANNU PETROLEUM,RANEBENNUR,14.609078,75.641303,91.82
RUBY PETROLEUM,PARIHAR,26.655997,85.621587,92.83
STAR PETROLEUM,JAIPUR,26.992214,75.779853,90.24
MARCOFED HIGHWAY FILLING STATION,CHIEPHOBOZOU,25.790433,94.130939,88.54
SJ PETROLEUMS,"ARKALGUD TALUK, HASSAN DISTRICT",12.620406,76.07664,91.08
T.T.AGENCY,LONGDING,26.877811,95.316628,82.24
